latitude,longitude,faculty_count,department_count,has_grad,has_remote,review_rating,review_count,difficulty_SD,found_year,difficulty_rank_encoded,type_National,type_Private,type_Public,state_Aichi Ken,state_Akita Ken,state_Aomori Ken,state_Chiba Ken,state_Ehime Ken,state_Fukui Ken,state_Fukuoka Ken,state_Fukushima Ken,state_Gifu Ken,state_Gunma Ken,state_Hiroshima Ken,state_Hokkai Do,state_Hyogo Ken,state_Ibaraki Ken,state_Ishikawa Ken,state_Iwate Ken,state_Kagawa Ken,state_Kagoshima Ken,state_Kanagawa Ken,state_Kochi Ken,state_Kumamoto Ken,state_Kyoto Fu,state_Mie Ken,state_Miyagi Ken,state_Miyazaki Ken,state_Nagano Ken,state_Nagasaki Ken,state_Nara Ken,state_Niigata Ken,state_Oita Ken,state_Okayama Ken,state_Okinawa Ken,state_Osaka Fu,state_Saga Ken,state_Saitama Ken,state_Shiga Ken,state_Shimane Ken,state_Shizuoka Ken,state_Tochigi Ken,state_Tokushima Ken,state_Tokyo To,state_Tottori Ken,state_Toyama Ken,state_Wakayama Ken,state_Yamagata Ken,state_Yamaguchi Ken,state_Yamanashi Ken
0.44754069474320074,0.02083004929832045,2.3913924561874023,2.5709147699363175,1,0,-0.011789394741953068,0.9533771494947285,1.0459064928381583,-1.4072630315413952,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.38103955649451193,-0.12457315400883572,0.95796748674993,2.096688177092704,1,0,-0.1940095073884916,1.2239797443544327,1.3839556061639473,-2.1330584679381754,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17693756212068956,-0.27589002674479773,0.639428604652714,0.7332867226673154,1,0,0.06109865031666202,0.05300851568880381,1.0188625637720958,-1.3235174042648437,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.005711431380279863,0.44288582039947455,0.16162028150689,0.614730074456412,1,0,0.024654627787353667,0.03824837415100177,0.721379344045401,-1.2956021951726597,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.2527397041027335,0.2619086608454533,1.1172369277985381,0.9704000190891222,1,0,0.42553887560973747,1.305160522812344,1.1405602445693797,-1.6864151224632338,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.0864414563256021,-0.11599323403394525,1.2765063688471459,1.5039049360381873,1,0,0.42553887560973747,0.8844964889849856,1.343389712564853,-1.3235174042648437,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3023103280965453,0.39965651632985977,0.7986980457013221,1.3260699637218323,1,0,0.4619828981390442,1.1477190130757886,1.113516315503316,-1.3514326133570274,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.3875385198706945,0.1904079070200371,-0.63472692373615,-0.452279759441718,1,0,0.27976278549250727,-0.4193160135208616,2.884893669330452,0.10015825943653352,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.22051982122477234,-0.04687073429233225,2.5506618972360102,3.815759576150802,1,0,1.4824155289596537,2.5696126478840524,2.2358393717449365,-1.7422455406476016,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.2657207263237868,-0.020996413652740804,-0.475457482687542,-0.3930014353362663,1,0,0.20687474043389217,0.7491951915551335,1.0729504219042219,-0.7652132224211663,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
